"x","mx"
27,0.213912077757139
27.3333333333333,0.219275727728697
27.6666666666667,0.224639377700256
28,0.230003027671814
28.3333333333333,0.23549437241256
28.6666666666667,0.240985717153307
29,0.246477061894053
29.3333333333333,0.252087843906006
29.6666666666667,0.257698625917959
30,0.263309407929912
30.3333333333333,0.269031168922247
30.6666666666667,0.274752929914581
31,0.280474690906916
31.3333333333333,0.286298774381279
31.6666666666667,0.292122857855643
32,0.297946941330006
32.3333333333333,0.303864497751147
32.6666666666667,0.309782054172289
33,0.31569961059343
33.3333333333333,0.321701608592236
33.6666666666667,0.327703606591042
34,0.333705604589848
34.3333333333333,0.339782850784096
34.6666666666667,0.345860096978344
35,0.351937343172592
35.3333333333333,0.358080500264157
35.6666666666667,0.364223657355722
36,0.370366814447287
36.3333333333333,0.376566433107703
36.6666666666667,0.38276605176812
37,0.388965670428536
37.3333333333333,0.395212215152151
37.6666666666667,0.401458759875766
38,0.407705304599381
38.3333333333333,0.413989189897774
38.6666666666667,0.420273075196168
39,0.426556960494561
39.3333333333333,0.432868585367419
39.6666666666667,0.439180210240276
40,0.445491835113134
40.3333333333333,0.451821625275069
40.6666666666667,0.458151415437005
41,0.46448120559894
41.3333333333333,0.470819646226826
41.6666666666667,0.477158086854712
42,0.483496527482598
42.3333333333333,0.489834209751245
42.6666666666667,0.496171892019892
43,0.502509574288539
43.3333333333333,0.508837234150432
43.6666666666667,0.515164894012325
44,0.521492553874218
44.3333333333333,0.527801109977475
44.6666666666667,0.534109666080732
45,0.540418222183989
45.3333333333333,0.54669881551387
45.6666666666667,0.55297940884375
46,0.559260002173631
46.3333333333333,0.565504033970497
46.6666666666667,0.571748065767362
47,0.577992097564228
47.3333333333333,0.584191264656189
47.6666666666667,0.590390431748149
48,0.59658959884011
48.3333333333333,0.602735922943268
48.6666666666667,0.608882247046425
49,0.615028571149583
49.3333333333333,0.621114431615363
49.6666666666667,0.627200292081143
50,0.633286152546923
50.3333333333333,0.639304312215228
50.6666666666667,0.645322471883533
51,0.651340631551838
51.3333333333333,0.657284256571803
51.6666666666667,0.663227881591769
52,0.669171506611734
52.3333333333333,0.675034190571338
52.6666666666667,0.680896874530941
53,0.686759558490545
53.3333333333333,0.692535332757871
53.6666666666667,0.698311107025197
54,0.704086881292523
54.3333333333333,0.709770232251199
54.6666666666667,0.715453583209875
55,0.721136934168551
55.3333333333333,0.726722805803062
55.6666666666667,0.732308677437574
56,0.737894549072085
56.3333333333333,0.743378351585496
56.6666666666667,0.748862154098906
57,0.754345956612317
57.3333333333333,0.759723567288039
57.6666666666667,0.76510117796376
58,0.770478788639482
58.3333333333333,0.775746545808874
58.6666666666667,0.781014302978266
59,0.786282060147658
59.3333333333333,0.791436762328253
59.6666666666667,0.796591464508847
60,0.801746166689442
60.3333333333333,0.806785063105456
60.6666666666667,0.81182395952147
61,0.816862855937484
61.3333333333333,0.821783634455012
61.6666666666667,0.826704412972541
62,0.831625191490069
62.3333333333333,0.836425964828733
62.6666666666667,0.841226738167398
63,0.846027511506062
63.3333333333333,0.850706806035978
63.6666666666667,0.855386100565895
64,0.860065395095811
64.3333333333333,0.864622130155065
64.6666666666667,0.869178865214319
65,0.873735600273573
65.3333333333333,0.878169070932782
65.6666666666667,0.88260254159199
66,0.887036012251199
66.3333333333333,0.891345871216301
66.6666666666667,0.895655730181403
67,0.899965589146505
67.3333333333333,0.904151823490924
67.6666666666667,0.908338057835342
68,0.912524292179761
68.3333333333333,0.916587204385419
68.6666666666667,0.920650116591076
69,0.924713028796734
69.3333333333333,0.928653216071532
69.6666666666667,0.93259340334633
70,0.936533590621128
70.3333333333333,0.940351918184015
70.6666666666667,0.944170245746903
71,0.94798857330979
71.3333333333333,0.951686161464187
71.6666666666667,0.955383749618584
72,0.959081337772981
72.3333333333333,0.962659530021221
72.6666666666667,0.96623772226946
73,0.9698159145177
73.3333333333333,0.973276266357993
73.6666666666667,0.976736618198286
74,0.980196970038579
74.3333333333333,0.983541218802999
74.6666666666667,0.986885467567419
75,0.990229716331839
75.3333333333333,0.993459770845061
75.6666666666667,0.996689825358282
76,0.999919879871504
76.3333333333333,1.0030377928741
76.6666666666667,1.0061557058767
77,1.0092736188793
77.3333333333333,1.0122815732394
77.6666666666667,1.0152895275995
78,1.0182974819596
78.3333333333333,1.02119777257567
78.6666666666667,1.02409806319175
79,1.02699835380782
79.3333333333333,1.02979336864969
79.6666666666667,1.03258838349157
80,1.03538339833344
80.3333333333333,1.03807560551572
80.6666666666667,1.04076781269801
81,1.04346001988029
81.3333333333333,1.04605195042695
81.6666666666667,1.04864388097361
82,1.05123581152027
82.3333333333333,1.05373004816157
82.6666666666667,1.05622428480287
83,1.05871852144417
83.3333333333333,1.0611176831048
83.6666666666667,1.06351684476543
84,1.06591600642606
84.3333333333333,1.06822273788386
84.6666666666667,1.07052946934167
85,1.07283620079947
85.3333333333333,1.07505316234419
85.6666666666667,1.07727012388891
86,1.07948708543363
86.3333333333333,1.08161694080208
86.6666666666667,1.08374679617054
87,1.08587665153899
87.3333333333333,1.08792206274447
87.6666666666667,1.08996747394994
88,1.09201288515542
88.3333333333333,1.0939764986993
88.6666666666667,1.09594011224319
89,1.09790372578707
89.3333333333333,1.09978817093531
89.6666666666667,1.10167261608355
90,1.10355706123179
90.3333333333333,1.1053649379501
90.6666666666667,1.10717281466841
91,1.10898069138672
91.3333333333333,1.11071457120233
91.6666666666667,1.11244845101793
92,1.11418233083354
92.3333333333333,1.11584474390864
92.6666666666667,1.11750715698374
93,1.11916957005884
