"x","mx"
5,0.581981362958721
5.02472472472472,0.591762724020525
5.04944944944945,0.6015641418758
5.07417417417417,0.611382085861912
5.0988988988989,0.621212997968691
5.12362362362362,0.631053295932315
5.14834834834835,0.640899376354696
5.17307307307307,0.650747617845831
5.1977977977978,0.660594384185137
5.22252252252252,0.670436027496648
5.24724724724725,0.680268891433096
5.27197197197197,0.690089314364859
5.2966966966967,0.699893632569057
5.32142142142142,0.70967818341452
5.34614614614615,0.719439308539203
5.37087087087087,0.729173357012562
5.3955955955956,0.738876688482151
5.42032032032032,0.748545676297948
5.44504504504505,0.758176710611274
5.46976976976977,0.767766201444192
5.49449449449449,0.777310581723846
5.51921921921922,0.786806310279882
5.54394394394394,0.79624987480049
5.56866866866867,0.805637794741064
5.59339339339339,0.814966624187406
5.61811811811812,0.824232954661392
5.64284284284284,0.833433417877636
5.66756756756757,0.842564688433232
5.69229229229229,0.851623486440297
5.71701701701702,0.860606580092905
5.74174174174174,0.869510788163141
5.76646646646647,0.878332982429979
5.79119119119119,0.887070090031016
5.81591591591592,0.895719095741261
5.84064064064064,0.904277044173575
5.86536536536537,0.912741041896712
5.89009009009009,0.921108259474525
5.91481481481481,0.929375933418258
5.93953953953954,0.937541368054523
5.96426426426426,0.945601937308303
5.98898898898899,0.953555086393363
6.01371371371371,0.961398333417113
6.03843843843844,0.969129270891928
6.06316316316316,0.976745567157464
6.08788788788789,0.984244967710433
6.11261261261261,0.991625296439922
6.13733733733734,0.998884456772464
6.16206206206206,1.00602043272086
6.18678678678679,1.0130312898439
6.21151151151151,1.01991517610799
6.23623623623624,1.02667032265924
6.26096096096096,1.03329504450086
6.28568568568569,1.0397877410801
6.31041041041041,1.04614689678195
6.33513513513514,1.05237108133251
6.35985985985986,1.05845895011234
6.38458458458458,1.06440924438064
6.40930930930931,1.07022079141257
6.43403403403403,1.07589250454707
6.45875875875876,1.08142338315298
6.48348348348348,1.08681251250797
6.50820820820821,1.09205906359658
6.53293293293293,1.09716229282801
6.55765765765766,1.10212154167167
6.58238238238238,1.10693623622043
6.60710710710711,1.11160588667351
6.63183183183183,1.11613008674908
6.65655655655656,1.12050851302365
6.68128128128128,1.12474092420317
6.70600600600601,1.12882716032594
6.73073073073073,1.13276714190014
6.75545545545546,1.13656086898165
6.78018018018018,1.14020842018628
6.80490490490491,1.14370995164791
6.82962962962963,1.14706569591919
6.85435435435435,1.15027596081911
6.87907907907908,1.15334112822875
6.9038038038038,1.1562616528403
6.92852852852853,1.15903806085846
6.95325325325325,1.16167094865768
6.97797797797798,1.16416098140068
7.0027027027027,1.16650889161645
7.02742742742743,1.16871547774166
7.05215215215215,1.17078160262882
7.07687687687688,1.17270819202551
7.1016016016016,1.17449623302027
7.12632632632633,1.17614677246696
7.15105105105105,1.17766091538042
7.17577577577578,1.17903982331521
7.2005005005005,1.18028471271963
7.22522522522523,1.18139685328059
7.24994994994995,1.18237756624559
7.27467467467467,1.18322822273784
7.2993993993994,1.18395024205889
7.32412412412412,1.1845450899853
7.34884884884885,1.18501427705648
7.37357357357357,1.18535935686118
7.3982982982983,1.18558192432432
7.42302302302302,1.1856836139871
7.44774774774775,1.18566609829817
7.47247247247247,1.18553108590099
7.4971971971972,1.18528031993566
7.52192192192192,1.18491557633952
7.54664664664665,1.18443866216282
7.57137137137137,1.18385141389683
7.5960960960961,1.18315569580927
7.62082082082082,1.18235339829924
7.64554554554555,1.18144643626418
7.67027027027027,1.18043674748779
7.694994994995,1.17932629104371
7.71971971971972,1.17811704571985
7.74444444444445,1.17681100846393
7.76916916916917,1.17541019285271
7.79389389389389,1.17391662758295
7.81861861861862,1.17233235498803
7.84334334334334,1.1706594295796
7.86806806806807,1.16889991661445
7.89279279279279,1.16705589069318
7.91751751751752,1.16512943438134
7.94224224224224,1.16312263686427
7.96696696696697,1.1610375926278
7.99169169169169,1.15887640017253
8.01641641641642,1.15664116075752
8.04114114114114,1.1543339771751
8.06586586586587,1.15195695255983
8.09059059059059,1.14951218922435
8.11531531531532,1.14700178753686
8.14004004004004,1.14442784482331
8.16476476476477,1.14179245430748
8.18948948948949,1.13909770408368
8.21421421421421,1.136345676124
8.23893893893894,1.13353844531763
8.26366366366366,1.1306780785447
8.28838838838839,1.12776663378889
8.31311311311311,1.12480615927658
8.33783783783784,1.12179869265488
8.36256256256256,1.11874626020368
8.38728728728729,1.1156508760798
8.41201201201201,1.11251454159843
8.43673673673674,1.10933924454267
8.46146146146146,1.10612695851154
8.48618618618619,1.10287964230033
8.51091091091091,1.09959923931341
8.53563563563564,1.09628767700686
8.56036036036036,1.09294686637125
8.58508508508509,1.08957870143774
8.60980980980981,1.08618505882204
8.63453453453453,1.08276779729799
8.65925925925926,1.07932875740068
8.68398398398399,1.07586976106499
8.70870870870871,1.07239261128479
8.73343343343343,1.06889909181501
8.75815815815816,1.06539096689174
8.78288288288288,1.06186998098534
8.80760760760761,1.05833785858769
8.83233233233233,1.05479630401366
8.85705705705706,1.05124700124354
8.88178178178178,1.04769161378588
8.90650650650651,1.04413178456805
8.93123123123123,1.04056913584919
8.95595595595596,1.03700526916723
8.98068068068068,1.03344176529928
9.0054054054054,1.02988018425618
9.03013013013013,1.02632206529602
9.05485485485486,1.02276892695962
9.07957957957958,1.01922226713204
9.10430430430431,1.01568356312598
9.12902902902903,1.01215427178447
9.15375375375375,1.00863582960406
9.17847847847848,1.00512965288506
9.2032032032032,1.00163713789476
9.22792792792793,0.998159661049018
9.25265265265265,0.994698579125468
9.27737737737738,0.991255229478314
9.3021021021021,0.987830930283502
